Ref Number,Instance Number,Linker Number,Abstract Master Text,Occurance Number,Parent Work (ID),Parent Work (Instance),Parent Work (Location),Refrain Location,Host Work,Singer,Destinataire,Circonstances,Fonction,Preceding,Succeeding,Manuscript Number,Image File,Manuscript Collocation,Derived Reading Text,Derived Reading Text (Refrain 1 [sur l'incipit français]),Derived Reading Text (Refrain 1),Derived Reading Text (Refrain 2),Derived Reading Text (Refrain 3),Derived Reading Text (Refrain 4),Derived Reading Text (Refrain 5),Derived Reading Text (Refrain 6),Derived Reading Text (Refrain triplum),Derived Reading Text (Refrain duplum),Derived Reading Text (Refrain teneur),Derived Reading Text (Initial),Derived Reading Text (Final),Derived Reading Text (st. 1; refrain enté),Derived Reading Text (st. 1; refrain initial),Derived Reading Text (st. 1; refrain interne),Derived Reading Text (st. 1 ; refrain interne 2),Derived Reading Text (st. 1 ; refrain final),Derived Reading Text (st. 2 ; refrain enté),Derived Reading Text (st. 2 ; refrain initial),Derived Reading Text (st. 2 ; refrain interne),Derived Reading Text (st. 2 ; refrain interne 2),Derived Reading Text (st. 2 ; refrain final),Derived Reading Text (st. 3 ; refrain initial),Derived Reading Text (st. 3 ; refrain interne),Derived Reading Text (st. 3 ; refrain interne 2),Derived Reading Text (st. 3 ; refrain final),Derived Reading Text (st. 4 ; refrain initial),Derived Reading Text (st. 4 ; refrain interne),Derived Reading Text (st. 4 ; refrain interne 2),Derived Reading Text (st. 4 ; refrain final),Derived Reading Text (st. 5 ; refrain initial),Derived Reading Text (st. 5 ; refrain interne),Derived Reading Text (st. 5 ; refrain interne 2),Derived Reading Text (st. 5 ; refrain final),Derived Reading Text (st. 6 ; refrain initial),Derived Reading Text (st. 6 ; refrain interne),Derived Reading Text (st. 6 ; refrain interne 2),Derived Reading Text (st. 6 ; refrain final),Derived Reading Text (st. 7 ; refrain initial),Derived Reading Text (st. 7 ; refrain interne),Derived Reading Text (st. 7 ; refrain interne 2),Derived Reading Text (st. 7 ; refrain final),Derived Reading Text (st. 8 ; refrain initial),Derived Reading Text (st. 8 ; refrain interne),Derived Reading Text (st. 8 ; refrain interne 2),Derived Reading Text (st. 8 ; refrain final),Derived Reading Text (st. 9 ; refrain initial),Derived Reading Text (st. 9 ; refrain interne),Derived Reading Text (st. 9 ; refrain interne 2),Derived Reading Text (st. 9 ; refrain final),Derived Reading Text (st. 10 ; refrain initial),Derived Reading Text (st. 10 ; refrain final),Derived Reading Text (st. 11 ; refrain final),Derived Reading Text (st. 12 ; refrain final),Derived Reading Text (st. 13 ; refrain final),Derived Reading Text (st. 14 ; refrain final),Derived Reading Text (st. 15 ; refrain final),Derived Reading Text (st. 16 ; refrain final),Derived Reading Text (st. 17 ; refrain final),Derived Reading Text (st. 18 ; refrain final),Derived Reading Text (st. 19 ; refrain final),Derived Reading Text (st. 20 ; refrain final),Derived Reading Text (st. 21 ; refrain final),Derived Reading Text (st. 22 ; refrain final),Derived Reading Text (st. 23 ; refrain final),Derived Reading Text (st. 24 ; refrain final),Derived Reading Text (st. 25 ; refrain final),Derived Reading Text (envoi I ; refrain interne),Derived Reading Text (envoi I ; refrain final),Derived Reading Text (envoi II ; refrain initial),Derived Reading Text (envoi II ; refrain final),Métrique,Musical structure,Other Refrain data,Other Manuscript Data,Derived Reading Text (Refrain 1 ; Fatras),Derived Reading Text (Refrain 2 ; Fatras)
257,1,,Bien devroit amer par amors qui de ce romanz set les tors.,1,N 44,1,v. 3026,,,Aucun (citation),Le lecteur,Fin du roman,Explicit,,,1,,"F-Pn fr. 2186, fol. 83 v",Bien deuroit amer p{ar} amors Qui de ce romanz set les tors.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8A8,,,,,
257,2,,Bien devroit amer par amors qui de ce romanz set les tors.,1,N 44,2,v. 3026,,,Aucun (citation),Le lecteur,Fin du roman,Explicit,,,2,,"F-Pn fr. 12786, fol. 24 va",Bien deuroit amer par amors Qui de cest romanz set les tors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8A8,,,,,
257,3,,Bien devroit amer par amors qui de ce romanz set les tors.,1,N 44,3,v. 3026,,,Aucun (citation),Le lecteur,Fin du roman,Explicit,,,3,,"F-Pn fr. 24431, fol. 189 rb",Bien deuroit amer p{ar} amours Q{ui} adroit en sauroit les tours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8A8,,,,,
258,1,,"Bien doi amer mon ami autant que moi, puisqu'il m'aime en bone foy.",1,M 515,1,,Enté,Li 265-1590,,,,,,,1,vdB 258,"F-MO H 196, fol. 357 (355) vb",<B>Jen doi amer mo{n} ami autant q{ue} moi puisq{u'i}l m'aime en bone foy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B4B7,AB,,,,
259,1,,"Bien doi endurer le mal, puisque j'ai ami loial.",1,N 44,1,v. 2484,,,Loyauté,L'auteur-amoureux,Après le don du cœur de la dame à l'auteur-amoureux,Discours,Chant ; Dire,,1,,"F-Pn fr. 2186, fol. 68 v",<B>Ien doi endurer le mal. puisq{ue} i'ai ami leal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A7,,,,,
259,2,,"Bien doi endurer le mal, puisque j'ai ami loial.",1,N 44,2,v. 2484,,,Loyauté,L'auteur-amoureux,Après le don du cœur de la dame à l'auteur-amoureux,Discours,Chant ; Dire,,2,,"F-Pn fr. 12786, fol. 19 vb",[<B>]ien doi endurer le mal puisque i'ai ami loial.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A7,,,,,
260,1,,Bien doi fere a son plesir amer cele qui mon cuer a.,1,N 54,1,v. 95,,,L'auteur,La dame,Conclusion de la st. XII,Commentaire,,,1,,"F-Pn fr. 837, fol. 271 va",bie{n} doi fere a son plesir amer cele q{ui} mon cuer a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B8,,,,,
261,1,,Bien doit joie demener cil ki a son voloir a amie.,1,M 504,1,,,Li 265-252,,,,,,,1,vdB 261Rfin,"F-Pn fr. 844, fol. 206 ra",,,,Bien doit ioie demener. cil qui a son voloir a amie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B'8,AB,Refrain 1 manquant,Manuscrit lacunaire,,
261,2,,Bien doit joie demener cil ki a son voloir a amie.,1,M 504,2,,,Li 265-252,,,,,,,2,vdB 261Ndéb,"F-Pn fr. 12615, fol. 184 v",,,<B>ien doit ioie demener chi ki a son voloir a amie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B'8,AB,,,,
261,3,,Bien doit joie demener cil ki a son voloir a amie.,1,M 504,2,,,Li 265-252,,,,,,,3,vdB 261Nfin,"F-Pn fr. 12615, fol. 184 v",,,,bien doit ioie demener cil ki a son voloir a amie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B'8,AB,,,,
262,1,,Bien doit merci recovrer qui loialment vuelt ameir.,1,C 1805,1,,Fin de strophe,,,,,,,,1,,"GB-Ob Douce 308, fol. 210c (222) rb",,,,,,,,,,,,,,,,,,Bien doit merci recourer qui loialment uuelt ameir.,,,,,bien.,,,,Bien doit merci recoureir qui loialment vuelt amer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A7,,,,,
263,1,,Bien doit quellir violete qui par amours aime.,1,C 1509,1,st. Ic,Fin de strophe,,,,,,,,1,vdB 263,"F-Pn fr. 12615, fol. 50 v",,,,,,,,,,,,,,,,,,Bien doit quellir uiolete qui par amours aime.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'7B'5,AB,,,,
264,1,,Bien doit soffrir les dongiers son marit qui amors ait tout a sa volenteit.,1,C 1713,1,st. V,Fin de strophe,,Une dame,,,,Chanter ; Chanson,,1,,"GB-Ob Douce 308, fol. 198 (208) vb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bien doit soffrir les dongiers son marit. qui amors ait tout a sa uolenteit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10B10,,,,,
265,1,,Bien doit souffrir les maulx d'amours qui en attent la joye.,1,N 41,1,l. 1614,,,Les amoureux,,Illustration de la glose sur la jalousie,Discours,Chanter,,1,,"I-MOe {gamma} G. 3. 20 (Campori 42), fol. 31 r",b{ie}n doit souffrir le mal d'amours q{ui} en atent la Joie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B'6,,,,,
265,2,,Bien doit souffrir les maulx d'amours qui en attent la joye.,1,N 41,2,l. 1614,,,Les amoureux,,Illustration de la glose sur la jalousie,Discours,Chanter,,2,,"F-Pa 2741, fol. 28 va",bien doit souffrir les maux d'amo{ur}s qui en atent la joie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B'6,,,,,
265,3,,Bien doit souffrir les maulx d'amours qui en attent la joye.,1,N 41,3,l. 1614,,,Les amoureux,,Illustration de la glose sur la jalousie,Discours,Chanter,,3,,"F-Pn fr. 881, fol. 71 va",Bien doit souffrir les maulx d'amours qui en attent la joye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B'6,,,,,
265,4,,Bien doit souffrir les maulx d'amours qui en attent la joye.,1,N 41,4,l. 1614,,,Les amoureux,,Illustration de la glose sur la jalousie,Discours,Chanter,,4,,"B-Br 10988, fol. 46 r",Bien doibt souffrir les maulx d'amours qui en atant la joie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B'6,,,,,
266,1,,"Bien fuissiés vos onkes nee, gentils damoiselle.",1,C 2072,1,st. IV,Fin de strophe,,,,,,,,1,,"CH-BEb 389, fol. 31 v",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bien fuissiés uos onkes nee gentils damoiselle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'7B'5,,,,,
267,1,,Bien l'en prendra par aventure.,1,C 2132,1,,Fin de strophe,,,,,,,,1,vdB 267,"F-Pn fr. 146, fol. 57 va",,,,,,,,,,,,,,,,,,bien l'en prendra par auenture.,,,,,bien l'en prendra par auenture.,,,,bien l'en prendra par auenture.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'8,A,,,,
268,1,,Bien me devroit on haïr de leissier morir ainsi mon trés doz loial ami.,1,M 15,1,,Final,Li 265-16,La dame,L'auteur,,,Répondre,,1,vdB 268,"F-MO H 196, fol. 144 v",bien me deuroit on haïr de leissier morir ainsi mon trés doz loial ami.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A4A2A7,ABCD,,,,
269,1,,Bien me doi seur toute riens d'amour loer qui si me tient gay.,1,M 611,1,,Initial,Li 265-257,,,,,,,1,vdB 269Lu611Mo,"F-MO H 196, fol. 286 ra",<B>Ien me doi sur toutes riens d'amour loer q{ua}nt en si haut lieu m'a fait mo{n} cuer douner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A11A11,AB,,,,
269,2,,Bien me doi seur toute riens d'amour loer qui si me tient gay.,1,M 611,2,,Initial,Li 265-257,,,,,,,2,,"[F-B I 716], n° 24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,3,,Bien me doi seur toute riens d'amour loer qui si me tient gay.,1,M 611,3,,Initial,Li 265-257,,,,,,,3,vdB 269Lu611Tu,"I-Tr Vari 42, fol. 9 va",<B>ien me doi sor tote riens d'amur loeir cant en si haut lieu m'at fait mun cuer doneir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A11A11,AB,,,,
269,4,,Bien me doi seur toute riens d'amour loer qui si me tient gay.,2,M 896,1,,Interne,Li 265-1312,,,,,,,1,vdB 269Lu896,"F-MO H 196, fol. 356 (354) va",bien me doi seur toute riens d'amour loer q{ui} si me tient gay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A11B5,AB,,,,
270,1,,Bien me puis vanter k'il n'est dedus ke d'amer.,1,C 901,1,,Initial,,,,,,,,1,,"GB-Ob Douce 308, fol. 214 (226) vb",,,,,,,,,,,,Bien me puis uanter. k'il n'est dedus ke d'amer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A5A7,,Refrain liminaire uniquement,,,
271,1,,Bien m'ont amors dou tout en lour comant.,1,C 1275,1,,Fin de strophe,,Une bergère,,,,Dire en chantant (st. I),,1,,"GB-Ob Douce 308, fol. 209 (219) ra",,,,,,,,,,,,,,,,,,bien m'ont amors dou tout en lour comant.,,,,,bie{n} m'ont amors dou tout a lour comant.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10,,,,,
272,1,,"Bien sai qu'en morrai, hai, se bien prochain secours n'ai.",1,M 618,1,,Interne,Li 265-1281,,,,,,,1,vdB 272,"F-MO H 196, fol. 295 ra",bien sai qu'en morrai. hai se bie{n} p{ro}chain secours n'ai.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A5A8,AB,,,,
273,1,,Bien se doit reconforteir qui joie atent des maus qu'il sent.,1,N 46,1,n° 1,,,,,,,,,1,,"GB-H P. 3. III, fol. 164 va",bien se doit reconforteir qui ioie atent des maus q{u'i}l sent.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B4B4,,,,,
274,1,,Bien se lace qui embrace d'amours la jolie trace.,1,C 2139,1,,,,,,,,,,1,vdB 274,"F-Pn fr. 146, fol. 57 vc",,,<B>ien se lace qui embrace d'amours la iolie  trace.,bien se lace qui embrace d'amours la iolie  trace.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'3A'3A'7,ABC,,,,
275,1,,Bien se tue malades qui se remue.,1,C 46,1,,Fin de strophe,,,,,,,,1,vdB 275M,"F-Pn fr. 844, fol. 21 ra",,,,,,,,,,,,,,,,,,Bien se tue: malades qui se remue.,,,,,Bien se tue.,,,,Bien se tue.,,,,Bien se tue.,,,,Bien se tue.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bien se tue: malades qui se remue.,,,A'3A'7,AA',,,,
275,2,,Bien se tue malades qui se remue.,1,C 46,2,,Fin de strophe,,,,,,,,2,vdB 275T,"F-Pn fr. 12615, fol. 122 v",,,,,,,,,,,,,,,,,,bien se tue malades qui se remue,,,,,Bien se,,,,bien se tue.,,,,Bien se tue.,,,,Bien se tue.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bien se tue malades ki se remue.,,,A'3A'7,AA',,,,
276,1,,Bien sunt asavoré li mal c'on trait pour fine amour loial.,1,C 1525,1,,Fin de strophe,,,,,,,,1,,"F-Pn fr. 20050, fol. 146 v",,,,,,,,,,,,,,,,,,bien sont asauoreit li mal c'on trait por bone amor loal,,,,,bien sont asauoreit li mal c'on trait por bone amor loal.,,,,bien sont asauoreit li mal c'on trait por bone amor loal.,,,,bien sont asauoreit li mal c'on trait por bone amor loal.,,,,bien sont asauoreit li mal c'on trait por bone amor loal.,,,,bien sont asauoreit li mal. c'on trait por bone amor loal.,,,,bien sont asauoreit.,,,,bien sont asauoreit.,,,,bien sont asauoreit li mal c'on t{ra}it por bone amor loal.,,,,,,,,,,,,,,,,,,,,,,A8A8,,,,,
276,2,,Bien sunt asavoré li mal c'on trait pour fine amour loial.,1,C 1525,2,,Fin de strophe,,,,,,,,2,vdB 276M,"F-Pn fr. 844, fol. 149 vb",,,,,,,,,,,,,,,,,,bien sunt. asauoré li mal {c'on} trait pour fine amour loial.,,,,,bien sunt.,,,,bien sunt.,,,,bien.,,,,bien.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8A8,A,St. VI lacunaire et sans refrain,Manuscrit lacunaire,,
276,3,,Bien sunt asavoré li mal c'on trait pour fine amour loial.,1,C 1525,3,,Fin de strophe,,,,,,,,3,vdB 276T,"F-Pn fr. 12615, fol. 59 r",,,,,,,,,,,,,,,,,,Bien sont asauouré li mal c'on sent por fine amor Loial.,,,,,Bien sont.,,,,B{ie}n sont.,,,,Bien sont.,,,,Bien sont.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8A8,AB,St. VI lacunaire et sans refrain,,,
276,4,,Bien sunt asavoré li mal c'on trait pour fine amour loial.,1,C 1525,4,,Fin de strophe,,,,,,,,4,,"CH-BEb 389, fol. 16 v",,,,,,,,,,,,,,,,,,Bien sont asauoreit li mal c'on trait por fine amor loiaul.,,,,,Bien sont.,,,,Bien sont.,,,,Bien sont.,,,,Bien sont.,,,,Bien sont asauoreit,,,,Bie{n}.,,,,Bien sont.,,,,Bien sont.,,Bien sont.,Bien sont.,Bien sont.,Bien sont asauoreit.,Bien sont.,Bien sont.,Bien sont asauoreit li mals,,,,,,,,,,,,,,A8A8,,,,,
277,1,,"Bien voi fin amant traï, quant amors m'a si enhaï.",1,C 798,1,,Fin de strophe,,,,,,,,1,vdB 277K,"F-Pa 5198, p. 181 a",,,,,,,,,,,,,,,,,,bien uoi fin amant traï. quant amors m'a si enhaï.,,,,,Bien.,,,,bien uoi.,,,,Bien.,,,,Bien uoi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A8,AB,,,,
277,2,,"Bien voi fin amant traï, quant amors m'a si enhaï.",1,C 798,2,,Fin de strophe,,,,,,,,2,vdB 277N,"F-Pn fr. 845, fol. 86 rb",,,,,,,,,,,,,,,,,,b{ie}n uoi fin amant traï. q{ua}nt amors m'a si enhaï.,,,,,b{ie}n uoi fin amant trai {et} c{etera}.,,,,b{ie}n voi {et} c{etera}.,,,,b{ie}n {et} c{etera}.,,,,b{ie}n voi {et} c{etera}.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A8,AB,,,,
277,3,,"Bien voi fin amant traï, quant amors m'a si enhaï.",1,C 798,3,,Fin de strophe,,,,,,,,3,vdB 277X,"F-Pn nouv. acq. fr. 1050, fol. 129 va",,,,,,,,,,,,,,,,,,bien uoi fin amant traï. quant amors m'a si enhaï.,,,,,bien uoi.,,,,bien uoi.,,,,bie{n} uoi.,,,,bien uoi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A8,AB,,,,
277,4,,"Bien voi fin amant traï, quant amors m'a si enhaï.",1,C 798,4,,Fin de strophe,,,,,,,,4,vdB 277P,"F-Pn fr. 847, fol. 69 ra",,,,,,,,,,,,,,,,,,bien voi fin amant t{ra}ï q{ua}nt am{or}s m'a si enuaï.,,,,,b{ie}n voi {et} c{etera}.,,,,bien voi {et} c{etera}.,,,,bien voi {et} c{etera}.,,,,b{ie}n voi {et} c{etera}..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A8,AB,,,,
277,5,,"Bien voi fin amant traï, quant amors m'a si enhaï.",1,C 798,5,,Fin de strophe,,,,,,,,5,vdB 277V,"F-Pn fr. 24406, fol. 49 vb",,,,,,,,,,,,,,,,,,b{ie}n uoi fin amant traï. quant amours m'a si enhaï.,,,,,b{ie}n voi {et} c{etera}.,,,,b{ie}n voi {et} c{etera}.,,,,b{ie}n voi fin {et} c{etera}.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A8,AB,Refrain envoi manquant,,,
278,1,,"Bien voi q'il m'estuet mourir, se je par li n'ai guerison.",1,M 418,1,,Final,Li 265-1496,,,,,,,1,vdB 278W2220,"D-W Cod. Guelf. 1099 Helmst., fol. 221 r",bien uoi q'il m'estuet mourir se ie par li n'ai guerison.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B8,AB,,,,
278,2,,"Bien voi q'il m'estuet mourir, se je par li n'ai guerison.",1,M 418,2,,Final,Li 265-1496,,,,,,,2,vdB 278W2241,"D-W Cod. Guelf. 1099 Helmst., fol. 242 r",bien uoi q'il m'estuet mourir se ge par li n'ai guerison.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B8,AB,,,,
278,3,,"Bien voi q'il m'estuet mourir, se je par li n'ai guerison.",2,M 417,1,,Final,Li 265-1496a,,,,,,,1,vdB 278Lu417W2145,"D-W Cod. Guelf. 1099 Helmst., fol. 145 v",tu nos duc ad gaudia patrie dux amabilis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B8,AB,,Rubrique marginale: quant voi la rose,,
278,4,,"Bien voi q'il m'estuet mourir, se je par li n'ai guerison.",2,M 417,2,,Final,Li 265-1496a,,,,,,,2,vdB 278Lu417W2178,"D-W Cod. Guelf. 1099 Helmst., fol. 179 r",tu nos duc ad gaudia patrie dux amabil{is}.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B8,AB,,,,
279,1,,"Bietris est mes delis, mes confors et ma joie.",1,R 95,1,,,,,,,,,,1,vdB 279,"F-Pn fr. 146, fol. 57 vb",,,<B>ietris est mes delis. mes confors et ma ioie.,bietris est mes delis mes confors et ma ioie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A6B'6,AB,,,,
280,1,,"Blonde et eschevie, quant me tenez pour ami, ne m'obliez mie, amie, rien tant ne vous pri.",1,C 33a,1,,Fin de strophe,N 38,Meliacin,Celinde,Retour à Savernon,Discours amoureux,Commencer (chanson-hôte) ; Dire (chanson-hôte) ; Chant (chanson-hôte),,1,,"F-Pn fr. 1633, fol. 138 va",blonde Et escheuie. quant me tenez pour Ami. ne m'oubliez mie. amie riens Tant ne vous pri.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'5A7A'7A5,,,,,
280,2,,"Blonde et eschevie, quant me tenez pour ami, ne m'obliez mie, amie, rien tant ne vous pri.",1,C 33a,2,,Fin de strophe,N 38,Meliacin,Celinde,Retour à Savernon,Discours amoureux,Commencer (chanson-hôte) ; Dire (chanson-hôte) ; Chant (chanson-hôte),,2,,"F-Pn fr. 1589, fol. 147 vb",blonde {et} escheuie quant me tenez por ami. Ne m'oubliez mie amie riens tant ne vous pri.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'5A7A'7A5,,,,,
280,3,,"Blonde et eschevie, quant me tenez pour ami, ne m'obliez mie, amie, rien tant ne vous pri.",1,C 33a,3,,Fin de strophe,N 38,Meliacin,Celinde,Retour à Savernon,Discours amoureux,Commencer (chanson-hôte) ; Dire (chanson-hôte) ; Chant (chanson-hôte),,3,,"I-Fr 2757, fol. 154 va",blonde et escheuie quant me tenez pour ami. ne m'oubliez mie. amie rienz tant ne vous pri.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'5A7A'7A5,,,,,
280,4,,"Blonde et eschevie, quant me tenez pour ami, ne m'obliez mie, amie, rien tant ne vous pri.",1,C 33a,4,,Fin de strophe,N 38,Meliacin,Celinde,Retour à Savernon,Discours amoureux,Commencer (chanson-hôte) ; Dire (chanson-hôte) ; Chant (chanson-hôte),,4,,"F-Pn fr. 1455, fol. 116 ra",Blonde {et} escheuie Q{ua}nt me tenez p{our} ami Ne m'obliez mie. Amie rien tant ne vo{us} pr{i},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'5A7A'7A5,,,,,
280,5,,"Blonde et eschevie, quant me tenez pour ami, ne m'obliez mie, amie, rien tant ne vous pri.",1,C 33a,5,,Fin de strophe,N 38,Meliacin,Celinde,Retour à Savernon,Discours amoureux,Commencer (chanson-hôte) ; Dire (chanson-hôte) ; Chant (chanson-hôte),,5,,"B-Br IV 319, fol. 116 ra",Blonde {et} eschiuee quant me tenez pour ami Ne m'obliez mie amie Riens tant ne vous pri.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'5A7A'7A5,,,,,
281,1,,"Blonde, se vos ne m'amez, jamais mes cuers joie n'avra.",1,N 75,1,Insertion 37,,,L'auteur,Marie,Évocation des qualités de la Vierge,Prière,,,1,,"F-Pn lat. 13091, fol. 160 rb",Dame se uous ne m'amez iamez mes cuers n'aura ioye.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B'7,,,,,
281,2,,"Blonde, se vos ne m'amez, jamais mes cuers joie n'avra.",1,C 575,1,st. IV,Fin de strophe,,L'auteur,Un berger,,,,,1,,"F-Pn fr. 20050, fol. 57 r",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blonde se uos ne m'amez iamais mes cuers ioie n'aura.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B8,,,,,
282,1,,"Bon, bon, bon, bon, va burelidon, par les sains Deu ancor don, j'ain plaixant camusette.",1,C 1084,1,,Initial,,,,,,,,1,,"GB-Ob Douce 308, fol. 216 (228) vb",,,,,,,,,,,,<B>on bon bon bon ua burelidon. par les sains deu ancor dou. i'ain plaixant camusette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A9B7C'6,,,,,
