Ref Number,Instance Number,Linker Number,Abstract Master Text,Occurance Number,Parent Work (ID),Parent Work (Instance),Parent Work (Location),Refrain Location,Host Work,Singer,Destinataire,Circonstances,Fonction,Preceding,Succeeding,Manuscript Number,Image File,Manuscript Collocation,Derived Reading Text,Derived Reading Text (Refrain 1 [sur l'incipit français]),Derived Reading Text (Refrain 1),Derived Reading Text (Refrain 2),Derived Reading Text (Refrain 3),Derived Reading Text (Refrain 4),Derived Reading Text (Refrain 5),Derived Reading Text (Refrain 6),Derived Reading Text (Refrain triplum),Derived Reading Text (Refrain duplum),Derived Reading Text (Refrain teneur),Derived Reading Text (Initial),Derived Reading Text (Final),Derived Reading Text (st. 1; refrain enté),Derived Reading Text (st. 1; refrain initial),Derived Reading Text (st. 1; refrain interne),Derived Reading Text (st. 1 ; refrain interne 2),Derived Reading Text (st. 1 ; refrain final),Derived Reading Text (st. 2 ; refrain enté),Derived Reading Text (st. 2 ; refrain initial),Derived Reading Text (st. 2 ; refrain interne),Derived Reading Text (st. 2 ; refrain interne 2),Derived Reading Text (st. 2 ; refrain final),Derived Reading Text (st. 3 ; refrain initial),Derived Reading Text (st. 3 ; refrain interne),Derived Reading Text (st. 3 ; refrain interne 2),Derived Reading Text (st. 3 ; refrain final),Derived Reading Text (st. 4 ; refrain initial),Derived Reading Text (st. 4 ; refrain interne),Derived Reading Text (st. 4 ; refrain interne 2),Derived Reading Text (st. 4 ; refrain final),Derived Reading Text (st. 5 ; refrain initial),Derived Reading Text (st. 5 ; refrain interne),Derived Reading Text (st. 5 ; refrain interne 2),Derived Reading Text (st. 5 ; refrain final),Derived Reading Text (st. 6 ; refrain initial),Derived Reading Text (st. 6 ; refrain interne),Derived Reading Text (st. 6 ; refrain interne 2),Derived Reading Text (st. 6 ; refrain final),Derived Reading Text (st. 7 ; refrain initial),Derived Reading Text (st. 7 ; refrain interne),Derived Reading Text (st. 7 ; refrain interne 2),Derived Reading Text (st. 7 ; refrain final),Derived Reading Text (st. 8 ; refrain initial),Derived Reading Text (st. 8 ; refrain interne),Derived Reading Text (st. 8 ; refrain interne 2),Derived Reading Text (st. 8 ; refrain final),Derived Reading Text (st. 9 ; refrain initial),Derived Reading Text (st. 9 ; refrain interne),Derived Reading Text (st. 9 ; refrain interne 2),Derived Reading Text (st. 9 ; refrain final),Derived Reading Text (st. 10 ; refrain initial),Derived Reading Text (st. 10 ; refrain final),Derived Reading Text (st. 11 ; refrain final),Derived Reading Text (st. 12 ; refrain final),Derived Reading Text (st. 13 ; refrain final),Derived Reading Text (st. 14 ; refrain final),Derived Reading Text (st. 15 ; refrain final),Derived Reading Text (st. 16 ; refrain final),Derived Reading Text (st. 17 ; refrain final),Derived Reading Text (st. 18 ; refrain final),Derived Reading Text (st. 19 ; refrain final),Derived Reading Text (st. 20 ; refrain final),Derived Reading Text (st. 21 ; refrain final),Derived Reading Text (st. 22 ; refrain final),Derived Reading Text (st. 23 ; refrain final),Derived Reading Text (st. 24 ; refrain final),Derived Reading Text (st. 25 ; refrain final),Derived Reading Text (envoi I ; refrain interne),Derived Reading Text (envoi I ; refrain final),Derived Reading Text (envoi II ; refrain initial),Derived Reading Text (envoi II ; refrain final),Métrique,Musical structure,Other Refrain data,Other Manuscript Data,Derived Reading Text (Refrain 1 ; Fatras),Derived Reading Text (Refrain 2 ; Fatras)
849,1,265-762,"Helas, j'ai failli a joie, quant l'en ne m'apele ami.",1,R 57,1,,,N 29,Fauvel,,,,,,1,vdB 849r1,"F-Pn fr. 146, fol. 27 vc",,,<H>é las i'ai failli a ioie. quant l'en ne m'apele ami.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'7B7,AB,,,,
849,2,265-762,"Helas, j'ai failli a joie, quant l'en ne m'apele ami.",1,R 57,1,,,N 29,Fauvel,,,,,,2,vdB 849r2,"F-Pn fr. 146, fol. 27 vc",,,,Hé las i'ai failli a ioie. quant l'en ne m'apele ami.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'7B7,AB,,,,
850,1,,"Helais, je chante et bien voi ke ma dame aimme autre ke moi.",1,C 1676,1,,Initial ; Fin de strophe,,,,,,,,1,,"GB-Ob Douce 308, fol. 235 (246) rb",,,,,,,,,,,,<H>é lais ie chante {et} bien uoi ke ma dame ai{n}me autre ke moi.,,,,,,hé lais.,,,,,<H>é lais ie chante {et} bien uoi ke ma dame ai{n}me autre que moi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A8,,,,,
851,1,,"Helas, j'en sui trestoz nus, desvestus.",1,C 263,1,,Fin de strophe,,,,,,,,1,vdB 851M,"F-Pn fr. 844, fol. 131 rb",,,,,,,,,,,,,,,,,,hé: las i'en sui trestoz nus. desuestus.,,,,,de ioie dont sui toz nus. desvestus.,,,,car de ioie sui toz nus: desvestus.,,,,ses cuers de ioie toz nus: desvestus.,,,,de quoi ie sui trestoz nus: desvestus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qui de ioie sui toz nus: desvestus.,,,A7A3,AB,,,,
851,2,,"Helas, j'en sui trestoz nus, desvestus.",1,C 263,2,,Fin de strophe,,,,,,,,2,vdB 851Taccent,"F-Pn fr. 12615, fol. 35 r",,,,,,,,,,,,,,,,,,é las ie sui tretous nus desuestus.,,,,,de ioie dont sui tous nus desuestus,,,,car de ioie sui tous nus desuestus,,,,ses cuers de ioie tous nus desuestus,,,,de coi ie sui trestous nus desuestus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qui de ioie sui tous nus desuestus,,,A7A3,AB,,,,
851,3,,"Helas, j'en sui trestoz nus, desvestus.",1,C 263,3,,Fin de strophe,,,,,,,,3,,"I-Rvat Reg. lat. 1490, fol. 91 (103) ra",,,,,,,,,,,,,,,,,,,,,,,,,,,car de joie sui tous nus. desuestus.,,,,ses cuers de joie tous nus. desuestus.,,,,de koi je sui trestout nus. desvestus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A3,,,Manuscrit lacunaire,,
852,1,,"Elas, je sai bien qe j'en morrai, se s'amor n'en ai.",1,M 63,1,,Interne,Li 265-1680,,,,,,,1,vdB 852MüAaccent,"D-Mbs Mus. ms. 4775, n° A15, fol. 5 v",é las ie sai bien qe i'en morrai se s'amor n'en ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4A5A5,ABC,,,,
852,2,,"Elas, je sai bien qe j'en morrai, se s'amor n'en ai.",1,M 63,2,,Interne,Li 265-1680a,,,,,,,2,vdB 852W1,"D-W Cod. Guelf. 628 Helmst., fol. 44 (52) r",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABC,,,,
852,3,,"Elas, je sai bien qe j'en morrai, se s'amor n'en ai.",1,M 63,3,,Interne,Li 265-1680a,,,,,,,3,vdB 852F,"I-Fl Plut. 29. 1, fol. 151 r",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABC,,,,
853,1,,"Helas, le departir de ma dame si m'occit.",1,N 41,1,l. 2900,,,Les bons chanteurs,,Illustration de la glose sur les femmes dédaigneuses,Discours,Chanter,,1,,"I-MOe {gamma} G. 3. 20 (Campori 42), fol. 58 r",le dep{ar}tir de ma dame helas m'ocist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'7B4,,,,,
853,2,,"Helas, le departir de ma dame si m'occit.",1,N 41,2,l. 2900,,,Les bons chanteurs,,Illustration de la glose sur les femmes dédaigneuses,Discours,Chanter,,2,,"F-Pa 2741, fol. 49 vb",le p{ar}tir de ma dame helas m'occist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'6B4,,,,,
853,3,,"Helas, le departir de ma dame si m'occit.",1,N 41,3,l. 2900,,,Les bons chanteurs,,Illustration de la glose sur les femmes dédaigneuses,Discours,Chanter,,3,,"F-Pn fr. 881, fol. 87 vb",Helas le departir de ma dame si m'occit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'9B3,,,,,
853,4,,"Helas, le departir de ma dame si m'occit.",1,N 41,4,l. 2900,,,Les bons chanteurs,,Illustration de la glose sur les femmes dédaigneuses,Discours,Chanter,,4,,"B-Br 10988, fol. 77 v",le dep{ar}tir de ma dame helas m'ochist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'7B4,,,,,
854,1,,"Helas, se je li pri merci [et] g'i fail, mal m'avra bailli.",1,C 568,1,,Fin de strophe,,,,,,,,1,vdB 854K,"F-Pa 5198, p. 387 a",,,,,,,,,,,,,,,,,,helas se ie li pri merci. se ie i fail mal m'aura bailli.,,,,,Hé las.,,,,Hé las.,,,,ha las.,,,,ha las se ie li pri merci:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8A9,AB,,,,
854,2,,"Helas, se je li pri merci [et] g'i fail, mal m'avra bailli.",1,C 568,2,,Fin de strophe,,,,,,,,2,vdB 854Naccent,"F-Pn fr. 845, fol. 177 va",,,,,,,,,,,,,,,,,,hé las se ie li pri merci. se ie i fail. mal m'aura bailli.,,,,,halas,,,,halas,,,,ha.,,,,ha las.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8A8,AB,,,,
854,3,,"Helas, se je li pri merci [et] g'i fail, mal m'avra bailli.",1,C 568,3,,Fin de strophe,,,,,,,,3,vdB 854X,"F-Pn nouv. acq. fr. 1050, fol. 249 ra",,,,,,,,,,,,,,,,,,helas se ie li pri merci. se ie i fail mal m'aura bailli.,,,,,halas.,,,,ha las,,,,halas.,,,,helas se ie li pri merci.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A9A8,AB,,,,
854,4,,"Helas, se je li pri merci [et] g'i fail, mal m'avra bailli.",1,C 568,4,,Fin de strophe,,,,,,,,4,vdB 854O,"F-Pn fr. 846, fol. 114 va",,,,,,,,,,,,,,,,,,Ha las ie li pri merci. se g'i fail mal m'aura bailli.,,,,,Ha las {et} c{etera}.,,,,Ha las,,,,Ha las,,,,Ha las,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A8,AB,,,,
854,5,,"Helas, se je li pri merci [et] g'i fail, mal m'avra bailli.",1,C 568,5,,Fin de strophe,,,,,,,,5,,"CH-BEb 389, fol. 204 v",,,,,,,,,,,,,,,,,,Elais se ie li cri merci. et g'i fau mal m'aurait bailli.,,,,,Elais se ie li cri merci.,,,,Elais se ie.,,,,Elais se ie li.,,,,Elais se ie li cri merci {et} g'i faul mal m'aurait bailli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8A8,,,,,
855,1,,"Elas, tant a dolour ains con puis joie avoir d'amour.",1,C 847,1,,Fin de strophe,,,,,,,,1,vdB 855,"I-Rvat Reg. lat. 1490, fol. 39 (42) ra",,,,,,,,,,,,,,,,,,elas tant ai dolour ains q{ue} puis joie auoir d'amour.,,,,,Elas tant a dolour ains {con} puis joie.,,,,Elas tant a dolour,,,,Elas tant a dolour ains,,,,Elas tant a dolour ains,,,,elas,,,,elas tant a dolour ains con puist joie avoir d'amour.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A6A8,AB,,,,
856,1,,"Helas, tant vi de mal[e] eure chele qui me fait la[n]guir.",1,R 151,1,,,,,,,,,,1,vdB 856,"F-Pn Collection de Picardie 67, fol. 68 r",,,<H>é las tant vi de mal eure. chele qui me fait laguir.,hé las,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'7B7,AB,,,,
857,1,,"E, loiaus amoretes, moi n'ocirrez vous ja.",1,N 14,1,v. 17,,,L'auteur,Amour,Conclusion de la st. III (l'auteur est un vrai amant),Exhortation,,,1,,"F-Pn fr. 837, fol. 275 ra",é: loiaus amoretes moi n'ocirrez vous ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'6B6,,,,,
858,1,,"Hé, Margot, Margot, Margot, jolis cuers, vos m'avez mort.",1,C 1862,1,,Fin de strophe,,,,,,,,1,vdB 858P,"F-Pn fr. 847, fol. 125 va",,,,,,,,,,,,,,,,,,Hé margot margot margot iolis cuers uos m'auez mort.,,,,,Hé margot.,,,,Hé.,,,,Hé.,,,,Hé.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A7,AB,,,,
858,2,,"Hé, Margot, Margot, Margot, jolis cuers, vos m'avez mort.",1,C 1862,2,,Fin de strophe,,,,,,,,2,vdB 858R,"F-Pn fr. 1591, fol. 172 r",,,,,,,,,,,,,,,,,,hé margot margot margot. jolis cuers vous m'aués mort.,,,,,hé margot.,,,,hé margot.,,,,,,,,hé m{ar}g{ot}.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A7,AB,,,,
859,1,,"E, Mergot, belle bien amee, tu m'ais mort.",1,C 1077,1,,Fin de strophe,,,,,,,,1,,"GB-Ob Douce 308, fol. 232 (243) va",,,,,,,,,,,,,,,,,,é mergot belle bien amee tu m'ais mort.,,,,,É mergot.,,,,É mergot.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A3A9,,,,,
860,1,,"Hé, Marionnete, tant amee t'ai.",1,C 1375,1,st. III,Fin de strophe,,Guiot,Marion,,,Dire,,1,,"F-Pa 5198, p. 208 a",,,,,,,,,,,,,,,,,,,,,,,,,,,hé marionnete tant amee t'ai.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'5A5,,,,,
860,2,,"Hé, Marionnete, tant amee t'ai.",1,C 1375,2,st. III,Fin de strophe,,Guiot,Marion,,,Dire,,2,,"F-Pn fr. 845, fol. 100 rb",,,,,,,,,,,,,,,,,,,,,,,,,,,hé marionete tant amee t'ai.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'5A5,,,,,
860,3,,"Hé, Marionnete, tant amee t'ai.",1,C 1375,3,st. III,Fin de strophe,,Guiot,Marion,,,Dire,,3,,"F-Pn fr. 847, fol. 96 rb",,,,,,,,,,,,,,,,,,,,,,,,,,,hé marionete tant amee t'ai.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'5A5,,,,,
860,4,,"Hé, Marionnete, tant amee t'ai.",1,C 1375,4,st. III,Fin de strophe,,Guiot,Marion,,,Dire,,4,,"F-Pn nouv. acq. fr. 1050, fol. 144 va",,,,,,,,,,,,,,,,,,,,,,,,,,,hé marionete tant amee t'ai.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'5A5,,,,,
861,1,,"Hé, Marotele, alons au bois jouer.",1,M 716,1,,Initial,Li 265-764,,,,,,,1,vdB 861Mo112,"F-MO H 196, fol. 112 v",<H>É marotele alons au bois iouer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'4A6,AB,,,,
861,2,,"Hé, Marotele, alons au bois jouer.",1,M 716,2,,Initial,Li 265-764,,,,,,,2,vdB 861Mo198,"F-MO H 196, fol. 198 v",<H>é marotele alons au bois iouer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'4A6,AB,,,,
861,3,,"Hé, Marotele, alons au bois jouer.",1,M 716,3,,Initial,Li 265-764,,,,,,,3,vdB 861Ba,"D-BAs Lit. 115, fol. 18 va",<H>é marotele alons au bois iuer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'4A6,AB,,,,
861,4,,"Hé, Marotele, alons au bois jouer.",2,M 718,1,,Initial,Li 265-765,,,,,,,1,vdB 861Lu718,"F-MO H 196, fol. 196 v",<H>é mere diu regardez m'en pitié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4B6,AB,,,,
862,1,,"Hé, mere Dieu, trés douce Marie, car nos secorrés.",1,C 1902a,1,,Fin de strophe,,,,,,,,1,vdB 862,"F-Pn nouv. acq. fr. 1050, fol. 263 vb",,,,,,,,,,,,,,,,,,hé mere dieu trés douce marie car nos secorrés.,,,,,hé mere dieu.,,,,hé.,,,,hé.,,,,hé mere dieu.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'9B5,AB,,,,
863,1,,"Hé, mesdissans, Dieus vous puisse honir, car trop m'avez grevee.",1,R 131,1,,,,,,,,,,1,,"F-Pn fr. 12786, fol. 78 r",,,[<H>]é mesdisanz diex uos puise honir car trop m'auez greué,Hé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10B6,,,,,
863,2,,"Hé, mesdissans, Dieus vous puisse honir, car trop m'avez grevee.",1,R 131,2,,,,,,,,,,2,,"GB-Ob Douce 308, fol. 248 (261) vb",,,<É> mesdixans dieus uos puixe honir. a tort m'aueis greuee,É mesdixans dex uos puxe honir. a tort m'aueis greuee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10B'6,,,,,
864,1,,"Hé, mesdisant, Diex vous cravent qui suer tous a maistrie; maint amant avés fait dolent.",1,N 48,1,v. 6840,,,Bruiant le taureau,Blere et Masquelee les vaches,Entrée à Passe-Orgueil (fête finale),Discours amoureux,Répondre en chantant ; Chant,Chant,1,,"F-Pn fr. 1581, fol. 49 va",hé mesdisant cius vous crauent ki sour tous a maistrie. maint amant aués fait dolant.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'7B'6C8,,,,,
864,2,,"Hé, mesdisant, Diex vous cravent qui suer tous a maistrie; maint amant avés fait dolent.",1,N 48,4,v. 6840,,,Bruiant le taureau,Blere et Masquelee les vaches,Entrée à Passe-Orgueil (fête finale),Discours amoureux,Répondre en chantant ; Chant,Chant,2,vdB 864,"F-Pn fr. 372, fol. 52 ra",Hé mesdisant diex vous crauent Q{UI} suer tous a maistrie. Maint amant aués fait dolent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'7B'6C8,ABC,,,,
